ticket_id,sla_limit_hours,resolution_hours,sla_breached,first_response_minutes,uptime_impact_minutes
TKT-12547,24,11.68,0.0,29.0,0.0
TKT-12548,72,10.72,0.0,69.0,0.0
TKT-12549,72,83.15,1.0,33.0,0.0
TKT-12550,24,22.64,0.0,113.0,0.0
TKT-12551,72,27.78,0.0,36.0,0.0
TKT-12552,24,57.81,1.0,103.0,0.0
TKT-12553,8,38.11,1.0,74.0,252.0
TKT-12554,72,43.41,0.0,47.0,0.0
TKT-12555,72,14.86,0.0,108.0,0.0
TKT-12556,8,0.35,0.0,103.0,274.0
TKT-12557,72,54.9,0.0,19.0,0.0
TKT-12558,4,2.74,0.0,68.0,29.0
TKT-12559,24,7.05,0.0,88.0,0.0
TKT-12560,72,14.69,0.0,66.0,0.0
TKT-12561,24,7.37,0.0,6.0,0.0
TKT-12562,72,55.78,0.0,56.0,0.0
TKT-12563,8,1.71,0.0,36.0,299.0
TKT-12564,24,20.97,0.0,119.0,0.0
TKT-12565,4,3.29,0.0,42.0,292.0
TKT-12566,24,0.15,0.0,78.0,0.0
TKT-12567,4,47.32,1.0,52.0,125.0
TKT-12568,8,7.57,0.0,6.0,263.0
TKT-12569,4,2.83,0.0,58.0,49.0
TKT-12570,72,22.28,0.0,53.0,0.0
TKT-12571,4,1.58,0.0,109.0,103.0
TKT-12572,24,18.45,0.0,11.0,0.0
TKT-12573,72,46.91,0.0,85.0,0.0
TKT-12574,24,,,,0.0
TKT-12575,72,31.95,0.0,69.0,0.0
TKT-12576,24,8.38,0.0,47.0,0.0
TKT-12577,72,,,,0.0
TKT-12578,8,4.75,0.0,106.0,81.0
TKT-12579,72,14.51,0.0,106.0,0.0
TKT-12580,72,44.93,0.0,62.0,0.0
TKT-12581,72,57.87,0.0,55.0,0.0
TKT-12582,72,0.27,0.0,36.0,0.0
TKT-12583,72,68.2,0.0,69.0,0.0
TKT-12584,8,4.33,0.0,73.0,263.0
TKT-12585,72,64.23,0.0,44.0,0.0
TKT-12586,24,23.89,0.0,16.0,0.0
TKT-12587,72,,,,0.0
TKT-12588,8,47.46,1.0,36.0,158.0
TKT-12589,72,52.08,0.0,35.0,0.0
TKT-12590,72,,,,0.0
TKT-12591,72,25.35,0.0,66.0,0.0
TKT-12592,8,0.83,0.0,26.0,39.0
TKT-12593,24,15.18,0.0,111.0,0.0
TKT-12594,72,,,,0.0
TKT-12595,72,17.04,0.0,98.0,0.0
TKT-12596,24,19.64,0.0,95.0,0.0
TKT-12597,72,118.74,1.0,53.0,0.0
TKT-12598,24,15.97,0.0,37.0,0.0
TKT-12599,72,61.61,0.0,78.0,0.0
TKT-12600,24,1.56,0.0,5.0,0.0
TKT-12601,72,54.16,0.0,79.0,0.0
TKT-12602,24,18.43,0.0,57.0,0.0
TKT-12603,24,6.81,0.0,41.0,0.0
TKT-12604,8,6.31,0.0,38.0,106.0
TKT-12605,72,17.43,0.0,79.0,0.0
TKT-12606,8,4.2,0.0,96.0,161.0
TKT-12607,24,1.64,0.0,87.0,0.0
TKT-12608,72,,,,0.0
TKT-12609,8,4.55,0.0,86.0,171.0
TKT-12610,72,23.06,0.0,42.0,0.0
TKT-12611,8,6.22,0.0,119.0,14.0
TKT-12612,24,21.52,0.0,39.0,0.0
TKT-12613,72,94.84,1.0,90.0,0.0
TKT-12614,4,2.68,0.0,62.0,72.0
TKT-12615,72,115.89,1.0,14.0,0.0
TKT-12616,4,,,,124.0
TKT-12617,8,1.43,0.0,93.0,117.0
TKT-12618,4,1.79,0.0,90.0,120.0
TKT-12619,24,17.38,0.0,91.0,0.0
TKT-12620,8,3.18,0.0,104.0,276.0
TKT-12621,24,1.57,0.0,50.0,0.0
TKT-12622,72,60.36,0.0,63.0,0.0
TKT-12623,72,11.59,0.0,111.0,0.0
TKT-12624,24,23.56,0.0,85.0,0.0
TKT-12625,8,4.58,0.0,30.0,212.0
TKT-12626,72,6.1,0.0,21.0,0.0
TKT-12627,72,71.02,0.0,47.0,0.0
TKT-12628,72,56.38,0.0,22.0,0.0
TKT-12629,8,,,,163.0
TKT-12630,24,,,,0.0
TKT-12631,72,3.63,0.0,67.0,0.0
TKT-12632,8,0.95,0.0,70.0,196.0
TKT-12633,24,18.8,0.0,39.0,0.0
TKT-12634,72,61.89,0.0,23.0,0.0
TKT-12635,72,3.71,0.0,116.0,0.0
TKT-12636,24,1.91,0.0,46.0,0.0
TKT-12637,24,7.19,0.0,117.0,0.0
TKT-12638,24,5.92,0.0,97.0,0.0
TKT-12639,4,1.92,0.0,60.0,150.0
TKT-12640,4,2.35,0.0,82.0,256.0
TKT-12641,72,39.63,0.0,38.0,0.0
TKT-12642,72,,,,0.0
TKT-12643,8,2.97,0.0,114.0,101.0
TKT-12644,72,61.82,0.0,22.0,0.0
TKT-12645,4,2.26,0.0,81.0,299.0
TKT-12646,24,,,,0.0
TKT-12647,24,8.33,0.0,49.0,0.0
TKT-12648,24,20.1,0.0,115.0,0.0
TKT-12649,8,24.48,1.0,41.0,68.0
TKT-12650,72,70.01,0.0,45.0,0.0
TKT-12651,72,59.55,0.0,26.0,0.0
TKT-12652,72,7.53,0.0,33.0,0.0
TKT-12653,72,54.88,0.0,112.0,0.0
TKT-12654,24,8.43,0.0,46.0,0.0
TKT-12655,8,,,,113.0
TKT-12656,24,12.68,0.0,22.0,0.0
TKT-12657,72,86.45,1.0,48.0,0.0
TKT-12658,24,15.09,0.0,116.0,0.0
TKT-12659,24,0.91,0.0,79.0,0.0
TKT-12660,24,8.0,0.0,80.0,0.0
TKT-12661,24,7.84,0.0,64.0,0.0
TKT-12662,8,6.9,0.0,75.0,251.0
TKT-12663,4,0.73,0.0,41.0,97.0
TKT-12664,8,7.21,0.0,17.0,269.0
TKT-12665,72,29.46,0.0,119.0,0.0
TKT-12666,72,11.72,0.0,92.0,0.0
TKT-12667,72,115.48,1.0,80.0,0.0
TKT-12668,72,64.48,0.0,43.0,0.0
TKT-12669,4,1.19,0.0,118.0,85.0
TKT-12670,8,,,,49.0
TKT-12671,72,48.21,0.0,5.0,0.0
TKT-12672,72,11.22,0.0,46.0,0.0
TKT-12673,8,6.67,0.0,71.0,112.0
TKT-12674,72,5.26,0.0,50.0,0.0
TKT-12675,24,10.84,0.0,33.0,0.0
TKT-12676,8,3.58,0.0,86.0,228.0
TKT-12677,72,51.03,0.0,74.0,0.0
TKT-12678,72,106.52,1.0,94.0,0.0
TKT-12679,72,87.99,1.0,117.0,0.0
TKT-12680,72,60.16,0.0,90.0,0.0
TKT-12681,8,2.13,0.0,15.0,102.0
TKT-12682,72,46.99,0.0,98.0,0.0
TKT-12683,4,,,,283.0
TKT-12684,8,37.91,1.0,65.0,21.0
TKT-12685,24,26.97,1.0,115.0,0.0
TKT-12686,72,68.6,0.0,8.0,0.0
TKT-12687,8,6.54,0.0,108.0,140.0
TKT-12688,8,1.46,0.0,94.0,84.0
TKT-12689,72,19.36,0.0,68.0,0.0
TKT-12690,4,3.28,0.0,33.0,254.0
TKT-12691,8,1.0,0.0,96.0,38.0
TKT-12692,8,11.29,1.0,41.0,19.0
TKT-12693,8,,,,226.0
TKT-12694,4,,,,35.0
TKT-12695,72,51.06,0.0,6.0,0.0
TKT-12696,72,110.59,1.0,32.0,0.0
TKT-12697,8,28.47,1.0,90.0,16.0
TKT-12698,72,88.85,1.0,22.0,0.0
TKT-12699,24,7.62,0.0,58.0,0.0
TKT-12700,8,2.57,0.0,115.0,37.0
TKT-12701,24,,,,0.0
TKT-12702,24,19.48,0.0,27.0,0.0
TKT-12703,4,0.24,0.0,17.0,46.0
TKT-12704,4,1.7,0.0,6.0,28.0
TKT-12705,8,49.89,1.0,29.0,231.0
TKT-12706,24,1.59,0.0,54.0,0.0
TKT-12707,72,17.19,0.0,111.0,0.0
TKT-12708,24,6.53,0.0,96.0,0.0
TKT-12709,24,17.78,0.0,96.0,0.0
TKT-12710,8,3.03,0.0,18.0,242.0
TKT-12711,72,47.09,0.0,80.0,0.0
TKT-12712,24,63.01,1.0,86.0,0.0
TKT-12713,72,1.38,0.0,76.0,0.0
TKT-12714,72,,,,0.0
TKT-12715,4,2.51,0.0,15.0,110.0
TKT-12716,8,14.77,1.0,115.0,248.0
TKT-12717,72,59.3,0.0,86.0,0.0
TKT-12718,72,56.91,0.0,62.0,0.0
TKT-12719,24,0.38,0.0,34.0,0.0
TKT-12720,24,65.39,1.0,43.0,0.0
TKT-12721,8,5.87,0.0,68.0,153.0
TKT-12722,72,45.11,0.0,54.0,0.0
TKT-12723,24,47.34,1.0,27.0,0.0
TKT-12724,8,43.28,1.0,26.0,258.0
TKT-12725,8,,,,82.0
TKT-12726,72,103.53,1.0,64.0,0.0
TKT-12727,72,14.27,0.0,78.0,0.0
TKT-12728,72,22.09,0.0,47.0,0.0
TKT-12729,4,2.2,0.0,17.0,46.0
TKT-12730,72,42.57,0.0,69.0,0.0
TKT-12731,4,3.17,0.0,32.0,226.0
TKT-12732,72,71.13,0.0,73.0,0.0
TKT-12733,8,0.7,0.0,59.0,234.0
TKT-12734,72,77.54,1.0,26.0,0.0
TKT-12735,72,,,,0.0
TKT-12736,72,94.16,1.0,23.0,0.0
TKT-12737,72,,,,0.0
TKT-12738,8,7.52,0.0,56.0,299.0
TKT-12739,4,2.52,0.0,109.0,292.0
TKT-12740,72,1.83,0.0,31.0,0.0
TKT-12741,72,19.61,0.0,55.0,0.0
TKT-12742,72,33.27,0.0,66.0,0.0
TKT-12743,72,22.81,0.0,54.0,0.0
TKT-12744,72,49.01,0.0,48.0,0.0
TKT-12745,72,93.34,1.0,37.0,0.0
TKT-12746,24,46.55,1.0,59.0,0.0
TKT-12747,72,46.31,0.0,75.0,0.0
TKT-12748,72,45.53,0.0,36.0,0.0
TKT-12749,72,21.59,0.0,66.0,0.0
TKT-12750,72,57.22,0.0,23.0,0.0
TKT-12751,72,48.46,0.0,60.0,0.0
TKT-12752,72,78.96,1.0,67.0,0.0
TKT-12753,4,0.72,0.0,101.0,47.0
TKT-12754,24,20.23,0.0,55.0,0.0
TKT-12755,24,23.77,0.0,36.0,0.0
TKT-12756,72,20.35,0.0,76.0,0.0
TKT-12757,72,19.28,0.0,91.0,0.0
TKT-12758,4,2.72,0.0,117.0,11.0
TKT-12759,24,13.71,0.0,82.0,0.0
TKT-12760,8,,,,78.0
TKT-12761,72,118.14,1.0,74.0,0.0
TKT-12762,24,71.71,1.0,70.0,0.0
TKT-12763,72,24.82,0.0,16.0,0.0
TKT-12764,24,27.98,1.0,30.0,0.0
TKT-12765,8,2.27,0.0,37.0,170.0
TKT-12766,24,13.27,0.0,119.0,0.0
TKT-12767,24,,,,0.0
TKT-12768,72,25.75,0.0,104.0,0.0
TKT-12769,24,0.33,0.0,118.0,0.0
TKT-12770,24,22.68,0.0,43.0,0.0
TKT-12771,8,4.46,0.0,58.0,215.0
TKT-12772,24,11.53,0.0,62.0,0.0
TKT-12773,72,68.83,0.0,49.0,0.0
TKT-12774,72,0.67,0.0,98.0,0.0
TKT-12775,24,22.07,0.0,38.0,0.0
TKT-12776,4,1.5,0.0,56.0,75.0
TKT-12777,72,117.7,1.0,46.0,0.0
TKT-12778,8,6.6,0.0,60.0,194.0
TKT-12779,4,3.82,0.0,76.0,56.0
TKT-12780,72,46.79,0.0,103.0,0.0
TKT-12781,24,2.07,0.0,41.0,0.0
TKT-12782,4,2.38,0.0,27.0,268.0
TKT-12783,72,25.23,0.0,101.0,0.0
TKT-12784,24,6.24,0.0,17.0,0.0
TKT-12785,24,13.34,0.0,114.0,0.0
TKT-12786,72,,,,0.0
TKT-12787,72,,,,0.0
TKT-12788,72,63.43,0.0,52.0,0.0
TKT-12789,24,9.2,0.0,67.0,0.0
TKT-12790,72,53.03,0.0,84.0,0.0
TKT-12791,8,0.96,0.0,90.0,265.0
TKT-12792,72,35.15,0.0,84.0,0.0
TKT-12793,24,32.45,1.0,114.0,0.0
TKT-12794,4,0.27,0.0,73.0,244.0
TKT-12795,8,3.34,0.0,90.0,259.0
TKT-12796,8,51.37,1.0,112.0,190.0
TKT-12797,4,3.85,0.0,20.0,114.0
TKT-12798,72,93.64,1.0,97.0,0.0
TKT-12799,4,3.83,0.0,79.0,137.0
TKT-12800,72,43.84,0.0,103.0,0.0
TKT-12801,24,14.63,0.0,11.0,0.0
TKT-12802,24,8.87,0.0,120.0,0.0
TKT-12803,72,15.16,0.0,67.0,0.0
TKT-12804,24,5.42,0.0,7.0,0.0
TKT-12805,8,0.82,0.0,55.0,158.0
TKT-12806,72,74.04,1.0,87.0,0.0
TKT-12807,72,50.37,0.0,22.0,0.0
TKT-12808,24,4.95,0.0,11.0,0.0
TKT-12809,72,60.79,0.0,76.0,0.0
TKT-12810,24,10.28,0.0,83.0,0.0
TKT-12811,4,,,,19.0
TKT-12812,4,2.66,0.0,10.0,68.0
TKT-12813,72,18.66,0.0,8.0,0.0
TKT-12814,24,,,,0.0
TKT-12815,24,23.21,0.0,61.0,0.0
TKT-12816,8,7.85,0.0,67.0,95.0
TKT-12817,24,22.34,0.0,84.0,0.0
TKT-12818,72,3.47,0.0,89.0,0.0
TKT-12819,4,1.18,0.0,82.0,187.0
TKT-12820,72,70.9,0.0,68.0,0.0
TKT-12821,4,0.79,0.0,30.0,204.0
TKT-12822,24,17.35,0.0,6.0,0.0
TKT-12823,8,6.94,0.0,65.0,154.0
TKT-12824,24,16.01,0.0,50.0,0.0
TKT-12825,72,2.9,0.0,80.0,0.0
TKT-12826,4,1.36,0.0,57.0,128.0
TKT-12827,24,13.48,0.0,54.0,0.0
TKT-12828,72,,,,0.0
TKT-12829,72,37.84,0.0,119.0,0.0
TKT-12830,72,64.25,0.0,118.0,0.0
TKT-12831,72,59.87,0.0,72.0,0.0
TKT-12832,72,45.81,0.0,9.0,0.0
TKT-12833,72,,,,0.0
TKT-12834,72,,,,0.0
TKT-12835,8,5.36,0.0,71.0,281.0
TKT-12836,8,34.01,1.0,82.0,228.0
TKT-12837,72,18.57,0.0,41.0,0.0
TKT-12838,72,48.34,0.0,35.0,0.0
TKT-12839,72,64.74,0.0,62.0,0.0
TKT-12840,24,1.28,0.0,104.0,0.0
TKT-12841,72,,,,0.0
TKT-12842,72,3.96,0.0,120.0,0.0
TKT-12843,72,21.34,0.0,70.0,0.0
TKT-12844,72,11.95,0.0,71.0,0.0
TKT-12845,24,14.19,0.0,5.0,0.0
TKT-12846,8,2.83,0.0,18.0,53.0
TKT-12847,72,21.1,0.0,42.0,0.0
TKT-12848,4,9.74,1.0,13.0,124.0
TKT-12849,24,8.9,0.0,8.0,0.0
TKT-12850,4,3.64,0.0,87.0,263.0
TKT-12851,72,37.23,0.0,62.0,0.0
TKT-12852,24,6.47,0.0,105.0,0.0
TKT-12853,8,0.24,0.0,53.0,276.0
TKT-12854,24,,,,0.0
TKT-12855,4,1.56,0.0,12.0,251.0
TKT-12856,72,59.1,0.0,82.0,0.0
TKT-12857,72,105.91,1.0,43.0,0.0
TKT-12858,8,6.29,0.0,94.0,62.0
TKT-12859,24,4.69,0.0,16.0,0.0
TKT-12860,72,41.36,0.0,117.0,0.0
TKT-12861,4,0.38,0.0,46.0,258.0
TKT-12862,24,2.92,0.0,9.0,0.0
TKT-12863,24,1.94,0.0,52.0,0.0
TKT-12864,72,81.71,1.0,80.0,0.0
TKT-12865,24,17.36,0.0,73.0,0.0
TKT-12866,24,14.66,0.0,39.0,0.0
TKT-12867,24,21.46,0.0,30.0,0.0
TKT-12868,24,1.59,0.0,71.0,0.0
TKT-12869,8,6.71,0.0,58.0,106.0
TKT-12870,24,68.71,1.0,50.0,0.0
TKT-12871,72,22.43,0.0,59.0,0.0
TKT-12872,24,22.01,0.0,27.0,0.0
TKT-12873,72,111.18,1.0,27.0,0.0
TKT-12874,8,7.17,0.0,26.0,95.0
TKT-12875,72,41.03,0.0,78.0,0.0
TKT-12876,72,57.78,0.0,8.0,0.0
TKT-12877,72,16.09,0.0,34.0,0.0
TKT-12878,4,28.53,1.0,119.0,288.0
TKT-12879,8,44.68,1.0,84.0,252.0
TKT-12880,8,5.15,0.0,61.0,208.0
TKT-12881,8,4.46,0.0,55.0,234.0
TKT-12882,4,31.91,1.0,15.0,50.0
TKT-12883,8,1.44,0.0,76.0,226.0
TKT-12884,24,6.68,0.0,16.0,0.0
TKT-12885,8,,,,14.0
TKT-12886,72,,,,0.0
TKT-12887,8,7.01,0.0,48.0,14.0
TKT-12888,24,17.59,0.0,65.0,0.0
TKT-12889,24,12.56,0.0,47.0,0.0
TKT-12890,4,0.34,0.0,48.0,257.0
TKT-12891,8,6.74,0.0,68.0,212.0
TKT-12892,8,4.65,0.0,90.0,32.0
TKT-12893,72,35.05,0.0,92.0,0.0
TKT-12894,72,,,,0.0
TKT-12895,24,13.4,0.0,106.0,0.0
TKT-12896,72,5.17,0.0,22.0,0.0
TKT-12897,24,15.59,0.0,78.0,0.0
TKT-12898,4,15.07,1.0,24.0,163.0
TKT-12899,72,53.56,0.0,110.0,0.0
TKT-12900,24,19.92,0.0,20.0,0.0
TKT-12901,4,0.38,0.0,73.0,208.0
TKT-12902,24,13.32,0.0,69.0,0.0
TKT-12903,72,27.85,0.0,76.0,0.0
TKT-12904,72,50.59,0.0,105.0,0.0
TKT-12905,72,85.3,1.0,49.0,0.0
TKT-12906,72,115.25,1.0,13.0,0.0
TKT-12907,72,12.78,0.0,103.0,0.0
TKT-12908,72,106.11,1.0,99.0,0.0
TKT-12909,8,7.02,0.0,45.0,80.0
TKT-12910,8,6.95,0.0,47.0,32.0
TKT-12911,24,2.32,0.0,102.0,0.0
TKT-12912,8,4.82,0.0,73.0,263.0
TKT-12913,72,0.49,0.0,100.0,0.0
TKT-12914,72,4.31,0.0,63.0,0.0
TKT-12915,4,0.53,0.0,61.0,111.0
TKT-12916,24,,,,0.0
TKT-12917,24,12.9,0.0,90.0,0.0
TKT-12918,4,2.66,0.0,31.0,151.0
TKT-12919,8,,,,73.0
TKT-12920,8,2.56,0.0,110.0,84.0
TKT-12921,4,29.51,1.0,35.0,135.0
TKT-12922,72,12.29,0.0,42.0,0.0
TKT-12923,4,1.11,0.0,9.0,123.0
TKT-12924,72,69.0,0.0,107.0,0.0
TKT-12925,24,,,,0.0
TKT-12926,24,13.31,0.0,111.0,0.0
TKT-12927,4,3.45,0.0,72.0,59.0
TKT-12928,8,20.57,1.0,113.0,205.0
TKT-12929,24,45.35,1.0,30.0,0.0
TKT-12930,72,,,,0.0
TKT-12931,24,13.87,0.0,9.0,0.0
TKT-12932,8,3.65,0.0,55.0,70.0
TKT-12933,24,9.83,0.0,24.0,0.0
TKT-12934,72,55.01,0.0,84.0,0.0
TKT-12935,24,16.65,0.0,15.0,0.0
TKT-12936,8,1.97,0.0,34.0,202.0
TKT-12937,72,10.36,0.0,19.0,0.0
TKT-12938,72,20.24,0.0,116.0,0.0
TKT-12939,72,34.09,0.0,89.0,0.0
TKT-12940,24,23.79,0.0,17.0,0.0
TKT-12941,8,7.49,0.0,98.0,64.0
TKT-12942,72,49.61,0.0,64.0,0.0
TKT-12943,4,2.54,0.0,96.0,77.0
TKT-12944,24,11.41,0.0,20.0,0.0
TKT-12945,24,12.09,0.0,34.0,0.0
TKT-12946,72,97.01,1.0,41.0,0.0
TKT-12947,24,12.88,0.0,25.0,0.0
TKT-12948,72,57.02,0.0,96.0,0.0
TKT-12949,8,16.87,1.0,40.0,158.0
TKT-12950,24,28.98,1.0,86.0,0.0
TKT-12951,72,9.3,0.0,68.0,0.0
TKT-12952,4,0.59,0.0,57.0,291.0
TKT-12953,8,28.41,1.0,68.0,197.0
TKT-12954,4,1.93,0.0,62.0,162.0
TKT-12955,24,20.95,0.0,109.0,0.0
TKT-12956,72,95.53,1.0,64.0,0.0
TKT-12957,4,,,,219.0
TKT-12958,72,61.75,0.0,7.0,0.0
TKT-12959,8,1.93,0.0,77.0,19.0
TKT-12960,72,69.93,0.0,84.0,0.0
TKT-12961,4,0.13,0.0,8.0,135.0
TKT-12962,24,9.06,0.0,58.0,0.0
TKT-12963,8,2.92,0.0,50.0,15.0
TKT-12964,72,27.18,0.0,11.0,0.0
TKT-12965,72,18.78,0.0,17.0,0.0
TKT-12966,72,67.86,0.0,13.0,0.0
TKT-12967,24,9.65,0.0,95.0,0.0
TKT-12968,4,1.51,0.0,116.0,25.0
TKT-12969,24,9.22,0.0,30.0,0.0
TKT-12970,8,,,,204.0
TKT-12971,24,,,,0.0
TKT-12972,24,5.62,0.0,110.0,0.0
TKT-12973,8,2.27,0.0,58.0,141.0
TKT-12974,72,20.01,0.0,11.0,0.0
TKT-12975,72,,,,0.0
TKT-12976,24,21.3,0.0,59.0,0.0
TKT-12977,8,7.36,0.0,120.0,149.0
TKT-12978,72,61.19,0.0,52.0,0.0
TKT-12979,24,57.19,1.0,76.0,0.0
TKT-12980,72,19.42,0.0,115.0,0.0
TKT-12981,72,50.41,0.0,104.0,0.0
TKT-12982,8,,,,259.0
TKT-12983,24,18.8,0.0,41.0,0.0
TKT-12984,24,,,,0.0
TKT-12985,24,7.92,0.0,113.0,0.0
TKT-12986,72,92.48,1.0,13.0,0.0
TKT-12987,4,,,,250.0
TKT-12988,8,3.5,0.0,40.0,25.0
TKT-12989,8,5.68,0.0,99.0,46.0
TKT-12990,24,10.92,0.0,43.0,0.0
TKT-12991,24,1.33,0.0,45.0,0.0
TKT-12992,24,18.72,0.0,45.0,0.0
TKT-12993,72,54.94,0.0,95.0,0.0
TKT-12994,72,3.53,0.0,59.0,0.0
TKT-12995,8,1.34,0.0,50.0,17.0
TKT-12996,24,10.63,0.0,85.0,0.0
TKT-12997,72,38.21,0.0,26.0,0.0
TKT-12998,8,0.66,0.0,74.0,135.0
TKT-12999,72,0.35,0.0,29.0,0.0
TKT-13000,24,41.05,1.0,118.0,0.0
TKT-13001,8,,,,194.0
TKT-13002,72,17.01,0.0,17.0,0.0
TKT-13003,72,43.93,0.0,117.0,0.0
TKT-13004,72,4.86,0.0,8.0,0.0
TKT-13005,4,5.24,1.0,90.0,33.0
TKT-13006,72,,,,0.0
TKT-13007,8,6.74,0.0,40.0,253.0
TKT-13008,24,13.03,0.0,10.0,0.0
TKT-13009,24,17.59,0.0,93.0,0.0
TKT-13010,24,19.27,0.0,31.0,0.0
TKT-13011,4,3.68,0.0,66.0,167.0
TKT-13012,72,61.03,0.0,5.0,0.0
TKT-13013,72,15.24,0.0,21.0,0.0
TKT-13014,72,,,,0.0
TKT-13015,72,49.74,0.0,87.0,0.0
TKT-13016,72,56.02,0.0,111.0,0.0
TKT-13017,72,70.05,0.0,110.0,0.0
TKT-13018,24,12.81,0.0,65.0,0.0
TKT-13019,24,11.21,0.0,117.0,0.0
TKT-13020,8,4.57,0.0,15.0,192.0
TKT-13021,24,0.5,0.0,76.0,0.0
TKT-13022,24,15.58,0.0,61.0,0.0
TKT-13023,72,36.37,0.0,38.0,0.0
TKT-13024,4,3.0,0.0,15.0,219.0
TKT-13025,72,,,,0.0
TKT-13026,72,45.26,0.0,92.0,0.0
TKT-13027,8,1.98,0.0,76.0,93.0
TKT-13028,24,56.58,1.0,69.0,0.0
TKT-13029,72,13.54,0.0,65.0,0.0
TKT-13030,72,51.44,0.0,103.0,0.0
TKT-13031,4,1.85,0.0,33.0,209.0
TKT-13032,72,30.22,0.0,66.0,0.0
TKT-13033,24,12.97,0.0,78.0,0.0
TKT-13034,24,7.46,0.0,61.0,0.0
TKT-13035,24,18.57,0.0,104.0,0.0
TKT-13036,72,9.77,0.0,60.0,0.0
TKT-13037,24,11.7,0.0,110.0,0.0
TKT-13038,8,2.14,0.0,16.0,189.0
TKT-13039,8,1.96,0.0,106.0,103.0
TKT-13040,24,0.1,0.0,43.0,0.0
TKT-13041,8,12.31,1.0,118.0,167.0
TKT-13042,72,25.11,0.0,117.0,0.0
TKT-13043,72,67.03,0.0,81.0,0.0
TKT-13044,8,0.79,0.0,75.0,234.0
TKT-13045,72,2.02,0.0,42.0,0.0
TKT-13046,24,13.58,0.0,77.0,0.0
TKT-13047,8,4.49,0.0,76.0,45.0
TKT-13048,72,56.09,0.0,117.0,0.0
TKT-13049,4,0.41,0.0,109.0,93.0
TKT-13050,24,40.95,1.0,80.0,0.0
TKT-13051,72,118.74,1.0,45.0,0.0
TKT-13052,72,60.24,0.0,66.0,0.0
TKT-13053,24,,,,0.0
TKT-13054,24,3.3,0.0,83.0,0.0
TKT-13055,72,68.85,0.0,46.0,0.0
TKT-13056,72,69.58,0.0,60.0,0.0
TKT-13057,72,19.13,0.0,103.0,0.0
TKT-13058,24,63.46,1.0,84.0,0.0
TKT-13059,72,42.5,0.0,80.0,0.0
TKT-13060,72,17.77,0.0,112.0,0.0
TKT-13061,24,,,,0.0
TKT-13062,72,71.52,0.0,31.0,0.0
TKT-13063,24,54.7,1.0,15.0,0.0
TKT-13064,24,3.97,0.0,13.0,0.0
TKT-13065,72,35.29,0.0,12.0,0.0
TKT-13066,24,20.83,0.0,16.0,0.0
TKT-13067,24,59.62,1.0,93.0,0.0
TKT-13068,24,12.0,0.0,110.0,0.0
TKT-13069,72,,,,0.0
TKT-13070,4,34.67,1.0,61.0,77.0
TKT-13071,72,81.04,1.0,22.0,0.0
TKT-13072,72,66.37,0.0,47.0,0.0
TKT-13073,8,1.3,0.0,24.0,20.0
TKT-13074,24,,,,0.0
TKT-13075,72,25.78,0.0,33.0,0.0
TKT-13076,72,3.14,0.0,106.0,0.0
TKT-13077,4,36.67,1.0,6.0,83.0
TKT-13078,24,9.55,0.0,73.0,0.0
TKT-13079,72,59.45,0.0,103.0,0.0
TKT-13080,24,3.76,0.0,51.0,0.0
TKT-13081,4,1.23,0.0,22.0,224.0
TKT-13082,72,17.03,0.0,12.0,0.0
TKT-13083,72,13.3,0.0,37.0,0.0
TKT-13084,8,0.64,0.0,37.0,170.0
TKT-13085,24,17.33,0.0,53.0,0.0
TKT-13086,24,17.39,0.0,26.0,0.0
TKT-13087,24,17.25,0.0,15.0,0.0
TKT-13088,24,7.22,0.0,25.0,0.0
TKT-13089,72,50.17,0.0,45.0,0.0
TKT-13090,4,3.19,0.0,107.0,261.0
TKT-13091,4,,,,109.0
TKT-13092,8,28.8,1.0,107.0,172.0
TKT-13093,24,6.04,0.0,47.0,0.0
TKT-13094,24,8.02,0.0,20.0,0.0
TKT-13095,72,21.88,0.0,13.0,0.0
TKT-13096,24,7.29,0.0,9.0,0.0
TKT-13097,72,61.15,0.0,89.0,0.0
TKT-13098,24,21.27,0.0,87.0,0.0
TKT-13099,24,,,,0.0
TKT-13100,8,0.58,0.0,55.0,192.0
TKT-13101,8,6.65,0.0,38.0,234.0
TKT-13102,24,18.65,0.0,12.0,0.0
TKT-13103,24,9.96,0.0,12.0,0.0
TKT-13104,72,0.77,0.0,15.0,0.0
TKT-13105,72,97.55,1.0,45.0,0.0
TKT-13106,72,16.64,0.0,50.0,0.0
TKT-13107,8,4.91,0.0,35.0,20.0
TKT-13108,72,,,,0.0
TKT-13109,72,1.54,0.0,65.0,0.0
TKT-13110,8,9.7,1.0,112.0,223.0
TKT-13111,24,20.22,0.0,79.0,0.0
TKT-13112,8,1.6,0.0,86.0,248.0
TKT-13113,72,76.29,1.0,93.0,0.0
TKT-13114,72,32.81,0.0,63.0,0.0
TKT-13115,72,61.94,0.0,30.0,0.0
TKT-13116,8,47.83,1.0,110.0,181.0
TKT-13117,72,44.96,0.0,90.0,0.0
TKT-13118,8,27.38,1.0,52.0,299.0
TKT-13119,24,,,,0.0
TKT-13120,72,5.69,0.0,71.0,0.0
TKT-13121,72,6.72,0.0,19.0,0.0
TKT-13122,24,19.94,0.0,85.0,0.0
TKT-13123,4,,,,108.0
TKT-13124,72,35.69,0.0,69.0,0.0
TKT-13125,8,5.55,0.0,118.0,92.0
